text,label
Union Bank Car Loan: EMI Rs.192399 due on 17-Apr-2025. Missed payment will affect credit score.,Loan
Fortis Hospital: Discharge summary ready. Final bill Rs.8138. Ref: QR384SGPRA,Healthcare
Your car loan EMI of Rs.16912 has been debited from account. Receipt: ZCGMLOROM7. -Canara Bank,Loan
YES Bank Mutual Fund: Monthly SIP Rs.17341 invested. NAV: Rs.204.99. Folio: JU49OZYA79,Investment
YES Bank: FD of Rs.61677 at 12.5% p.a. booked. Maturity: 14-Jan-2025. Ref: 5WK4KTOEF8,Investment
Reminder: Home Loan installment Rs.90536 due on 18-Mar-2025. Auto-debit scheduled. -SBI,Loan
Netflix: Your subscription Rs.147552 renewed for next month. Enjoy streaming!,Entertainment
ALERT: YES Bank policy MEMD6L3E72 will lapse on 11-Dec-2025. Pay Rs.165550 premium immediately.,Insurance
SIP of Rs.123522 in HDFC Equity fund deducted on 09-Dec-2025. Units allotted: 157.,Investment
Health reminder: Time for your diabetes medication. Stay healthy! -Apollo,Healthcare
Canara Bank Health: Your cashless request at hospital approved upto Rs.3789. Auth: VCWTA0DF5Z,Insurance
NEET 2025: Your hall ticket is ready. Download using 56U7RBRVTY. Exam date: 26-Sep-2025.,Education
Spotify: Premium renewed at Rs.102004. Download unlimited songs. Enjoy!,Entertainment
Policy lapse warning: Health cover for family will end on 09-Jul-2025. Pay Rs.114867 now.,Insurance
Loan account EH0FSXEIVI: Interest subvention of Rs.167840 credited by Govt. -PNB,Loan
BookMyShow: Event ticket confirmed. NH7 Weekender on 20-Jan-2025 at MMRDA Grounds. Ref: 3GY0GUI8G9,Entertainment
ALERT: YES Bank policy Y9J6NW0UTG will lapse on 05-Jun-2025. Pay Rs.166985 premium immediately.,Insurance
Hotstar: Premium plan Rs.37770 activated. Watch unlimited content. Ref: 0WQ537PGC6,Entertainment
ICICI Bank Insurance: Your policy Rs.150815 bonus added. New sum assured Rs.416158.,Insurance
Lal PathLabs: Sample TKH7C7O2DU collected. Reports ready by 16-Dec-2025. Download on app.,Healthcare
Term insurance policy EYOVWR46RN: Premium Rs.110348 paid. Cover: Rs.76962. Thank you.,Insurance
Term insurance policy VMT5W4HIRH: Premium Rs.190059 paid. Cover: Rs.35119. Thank you.,Insurance
Dream11: Rs.16156 added to wallet. Join contests and win. Ref: 016Y2ND9VJ,Entertainment
Canara Bank: Your loan is overdue. Overdue EMI: Rs.38244. Call 1800-XXX-XXXX to regularize.,Loan
Fortis: OPD appointment ID FQDYM833IP scheduled on 01-Jun-2025. Report 15 min early.,Healthcare
Cashless claim approved at hospital. Auth code U4PY9RCFDU. Pre-auth amount Rs.195565.,Insurance
Canara Bank: Your home loan account EMI Rs.134210 due on 03-May-2025. Pay via NetBanking. Ref: 3CA2OUWTGL,Loan
Axis Bank: FD of Rs.110348 at 13.4% p.a. booked. Maturity: 04-May-2025. Ref: IQXCLHCHTU,Investment
Axis Bank Insurance: Your policy Rs.173010 bonus added. New sum assured Rs.125560.,Insurance
NSP: Scholarship Rs.175811 disbursed to your account. Ref: GEY3HANFIH. Keep studying!,Education
Policy lapse warning: Health cover for family will end on 03-Apr-2025. Pay Rs.80479 now.,Insurance
Your YES Bank health insurance policy KE22V144JP renewed. Sum insured Rs.64768. Valid for 1 year.,Insurance
UPSC: Your application Y4PLM0UB1X accepted. Prelims exam on 05-Oct-2025. Admit card available.,Education
YES Bank: Your loan is overdue. Overdue EMI: Rs.140726. Call 1800-XXX-XXXX to regularize.,Loan
Netflix: Your subscription Rs.44226 renewed for next month. Enjoy streaming!,Entertainment
NEET 2025: Your hall ticket is ready. Download using JUJ8W9AZDS. Exam date: 26-Oct-2025.,Education
Unacademy: Your subscription Rs.167957 renewed. Valid till 12-Aug-2025. Happy learning!,Education
Apollo Hospitals: Your appointment with Dr. Sharma confirmed for 19-Apr-2025 at 10:30 AM.,Healthcare
Loan account CDGX04OV7N: Interest subvention of Rs.190771 credited by Govt. -Canara Bank,Loan
YES Bank Car Loan: EMI Rs.184443 due on 07-Aug-2025. Missed payment will affect credit score.,Loan
YouTube Premium: Rs.167946 charged for May subscription. Ad-free experience.,Entertainment
Health reminder: Time for your diabetes medication. Stay healthy! -Apollo,Healthcare
Axis Bank: Gold bond interest Rs.69323 credited. Holding: 60 grams. Ref: LT6ZK5V00D,Investment
Kotak Bank: You can pre-close your loan. Outstanding Rs.102121. Pre-closure charges apply.,Loan
Netflix: Your subscription Rs.190059 renewed for next month. Enjoy streaming!,Entertainment
IndusInd Bank Mutual Fund: Monthly SIP Rs.88899 invested. NAV: Rs.25.2. Folio: Y270PAPZTR,Investment
Netmeds: Your order #F80UYIPQXM dispatched. Medicines arrive by 10-Feb-2025. Rs.28974 paid.,Healthcare
HDFC Bank: Your home loan account EMI Rs.45097 due on 20-Aug-2025. Pay via NetBanking. Ref: 1PMRHHIB6C,Loan
Zerodha: Order executed. Bought 285 shares at Rs.351.22. Total: Rs.134277.,Investment
BGMI: 31843 UC purchased successfully. Ref: W357XBHR90. Happy gaming!,Entertainment
Netmeds: Your order #J1NHUVB973 dispatched. Medicines arrive by 13-Jan-2025. Rs.190204 paid.,Healthcare
Policy IQXCLHCHTU matures on 06-Apr-2025. Maturity benefit Rs.125522 will be paid to your account.,Insurance
BookMyShow: Event ticket confirmed. Sunburn Festival on 09-Jun-2025 at Nesco Ground. Ref: 62ROFV26QK,Entertainment
Canara Bank Mutual Fund: Monthly SIP Rs.10132 invested. NAV: Rs.316.99. Folio: F80UYIPQXM,Investment
BYJU'S: Your EMI of Rs.8847 due on 09-Mar-2025. Pay to continue course access.,Education
Your result is declared. Marks: 326/500. Merit rank: 5418. Check portal.,Education
SRL Diagnostics: Your test reports are ready. View at srl.in using T9L2W1XPID.,Healthcare
PNB: Your home loan account EMI Rs.91822 due on 28-Jan-2025. Pay via NetBanking. Ref: 98N8177YN6,Loan
PM Scholarship: Rs.16156 credited to account V2MGNVRNPG. Continue your education.,Education
PM Scholarship: Rs.60564 credited to account 64HPB2BD6O. Continue your education.,Education
BookMyShow: Booking confirmed! Animal Returns at INOX: Nexus on 28-Jan-2025. Ref: 0WQ537PGC6,Entertainment
YouTube Premium: Rs.123522 charged for March subscription. Ad-free experience.,Entertainment
Unacademy: Your subscription Rs.2228 renewed. Valid till 11-Apr-2025. Happy learning!,Education
BGMI: 37770 UC purchased successfully. Ref: P0CNCQWEGZ. Happy gaming!,Entertainment
CDSL: Dividend of Rs.139959 received in your demat account. Scrip: RELIANCE.,Investment
PharmEasy: Prescription medicines order #62ROFV26QK. COD Rs.113793. Delivery 09-Jul-2025.,Healthcare
Term insurance policy 56U7RBRVTY: Premium Rs.175735 paid. Cover: Rs.438820. Thank you.,Insurance
Netmeds: Your order #R4VX6TTK7R dispatched. Medicines arrive by 09-Jul-2025. Rs.76994 paid.,Healthcare
IndusInd Bank: Personal Loan of Rs.175260 approved! Disbursement in 2 hours. Ref: DJYNG5PX77,Loan
Apollo: Hospital bill for patient 0LIJNEOAG5: Rs.61677. Pay at billing counter.,Healthcare
Your ICICI Bank personal loan EMI Rs.54727 due 05-Jun-2025. Outstanding: Rs.373925. Pay now.,Loan
BookMyShow: Booking confirmed! Dunki 2 at PVR: Palladium on 26-Oct-2025. Ref: 3CQQ7EOUZC,Entertainment
INOX: Your booking V2MAFK8PRP confirmed. Pathaan 2 on 19-Jun-2025. Arrive 15 min early.,Entertainment
1mg: Medicine subscription refill due on 05-Aug-2025. Rs.43454 to be charged.,Healthcare
Policy lapse warning: Health cover for family will end on 12-Nov-2025. Pay Rs.110694 now.,Insurance
SIP of Rs.125522 in ICICI Prudential fund deducted on 02-Sep-2025. Units allotted: 157.,Investment
FD maturity alert: Rs.194843 FD matures on 18-Jan-2025. Renew or credit to account. -Axis Bank,Investment
CDSL: Dividend of Rs.8847 received in your demat account. Scrip: RELIANCE.,Investment
Your result is declared. Marks: 327/500. Merit rank: 7611. Check portal.,Education
Netmeds: Your order #VCWTA0DF5Z dispatched. Medicines arrive by 03-Oct-2025. Rs.21045 paid.,Healthcare
NEET 2025: Your hall ticket is ready. Download using 9CQSPL1WFM. Exam date: 13-Jan-2025.,Education
Canara Bank: PPF deposit Rs.23609 credited to account 5JJ2SFENBT. Balance Rs.460802.,Investment
PVR Cinemas: 2 tickets for Devara on 16-Nov-2025. Booking ID PBYJFMEFWL. Total: Rs.169701,Entertainment
Term insurance policy W357XBHR90: Premium Rs.165550 paid. Cover: Rs.18992. Thank you.,Insurance
Union Bank: Your loan is overdue. Overdue EMI: Rs.167245. Call 1800-XXX-XXXX to regularize.,Loan
Term insurance policy J1NHUVB973: Premium Rs.185849 paid. Cover: Rs.117506. Thank you.,Insurance
UPSC: Your application BMGA4ELK9D accepted. Prelims exam on 02-May-2025. Admit card available.,Education
Loan account TKH7C7O2DU: Interest subvention of Rs.110694 credited by Govt. -ICICI Bank,Loan
Congratulations! You are selected for MBA Finance at BITS Pilani. Pay Rs.98046 by 09-Mar-2025.,Education
INOX: Your booking FQDYM833IP confirmed. Devara on 18-Mar-2025. Arrive 15 min early.,Entertainment
Your Canara Bank personal loan EMI Rs.143783 due 19-Apr-2025. Outstanding: Rs.408224. Pay now.,Loan
Practo: Your teleconsultation with Dr. Mehta at 09:00 AM today. Join via app.,Healthcare
NSP: Scholarship Rs.110468 disbursed to your account. Ref: A615IFS2OZ. Keep studying!,Education
ICICI Bank Insurance: Claim EH0FSXEIVI settled. Rs.75919 credited to your bank account.,Insurance
Apollo: Hospital bill for patient 9IGJWBMSBR: Rs.2228. Pay at billing counter.,Healthcare
Your result is declared. Marks: 285/500. Merit rank: 6538. Check portal.,Education
Your SIP Rs.131836 in SBI BlueChip fund failed. Insufficient balance. Retry on 16-Sep-2025.,Investment
Spotify: Premium renewed at Rs.99448. Download unlimited songs. Enjoy!,Entertainment
NSE/BSE: Your portfolio value Rs.141669. Today's gain: Rs.197581.,Investment
BookMyShow: Event ticket confirmed. Comic Con on 16-Dec-2025 at Nesco Ground. Ref: B571WAFLXF,Entertainment
Cashless claim approved at hospital. Auth code 5JJ2SFENBT. Pre-auth amount Rs.9158.,Insurance
Health reminder: Time for your diabetes medication. Stay healthy! -Apollo,Healthcare
Your insurance claim AC0K1YXSI4 for Rs.114867 has been approved. Amount will be credited in 3-5 days.,Insurance
PNB: PPF deposit Rs.117022 credited to account BYFXDZ425W. Balance Rs.142940.,Investment
FD interest Rs.37770 credited to account. Ref: HCHYSYEGCM. -Canara Bank,Investment
Congratulations! You are selected for B.Sc Data Science at VIT Vellore. Pay Rs.97096 by 14-Nov-2025.,Education
Term insurance policy B571WAFLXF: Premium Rs.75919 paid. Cover: Rs.483469. Thank you.,Insurance
Zomato Live: Ticket for Arijit Singh Live booked. Rs.16156 paid. Date: 18-Jan-2025. Ref: 9BAEJRYXFT,Entertainment
BookMyShow: Event ticket confirmed. Comic Con on 17-Oct-2025 at Nesco Ground. Ref: 6CCJEOWSTE,Entertainment
Union Bank Health: Your cashless request at hospital approved upto Rs.42354. Auth: VV1G1NLMON,Insurance
Loan account KK8C695I4N: Interest subvention of Rs.89838 credited by Govt. -SBI,Loan
Axis Bank Car Loan: EMI Rs.43433 due on 13-Jan-2025. Missed payment will affect credit score.,Loan
PVR Cinemas: 2 tickets for Pushpa 2 on 11-Apr-2025. Booking ID R4VX6TTK7R. Total: Rs.195565,Entertainment
PNB: Your home loan account EMI Rs.190771 due on 12-Apr-2025. Pay via NetBanking. Ref: EQ34P4MXE8,Loan
SIP of Rs.89032 in HDFC Equity fund deducted on 19-Apr-2025. Units allotted: 451.,Investment
Zerodha: Order executed. Bought 108 shares at Rs.306.96. Total: Rs.75919.,Investment
Spotify: Premium renewed at Rs.169885. Download unlimited songs. Enjoy!,Entertainment
AIIMS Delhi: Health camp on 27-Mar-2025. Free checkup for senior citizens. Register.,Healthcare
BGMI: 113793 UC purchased successfully. Ref: V91JGIQRTD. Happy gaming!,Entertainment
Your car loan EMI of Rs.88273 has been debited from account. Receipt: 3GY0GUI8G9. -Axis Bank,Loan
BGMI: 83144 UC purchased successfully. Ref: LT23XF3525. Happy gaming!,Entertainment
FD maturity alert: Rs.17341 FD matures on 02-May-2025. Renew or credit to account. -YES Bank,Investment
CDSL: Dividend of Rs.110468 received in your demat account. Scrip: RELIANCE.,Investment
Policy 3CQQ7EOUZC matures on 03-May-2025. Maturity benefit Rs.22155 will be paid to your account.,Insurance
Canara Bank: PPF deposit Rs.64768 credited to account V2MGNVRNPG. Balance Rs.353923.,Investment
Fortis Hospital: Discharge summary ready. Final bill Rs.99448. Ref: VCWTA0DF5Z,Healthcare
Amazon Prime: Membership renewed. Rs.109046 charged. Valid till 06-Apr-2025.,Entertainment
SIP of Rs.113793 in ICICI Prudential fund deducted on 11-Sep-2025. Units allotted: 351.,Investment
AIIMS Delhi: Health camp on 08-Oct-2025. Free checkup for senior citizens. Register.,Healthcare
Term insurance policy CDGX04OV7N: Premium Rs.165648 paid. Cover: Rs.471361. Thank you.,Insurance
PM Scholarship: Rs.76994 credited to account 5Z50RG7CQL. Continue your education.,Education
1mg: Medicine subscription refill due on 03-May-2025. Rs.168043 to be charged.,Healthcare
Congratulations! Your Kotak Bank personal loan Rs.184443 at 9.3% p.a. is approved.,Loan
UPSC: Your application JXAYO3X4U8 accepted. Prelims exam on 03-Apr-2025. Admit card available.,Education
Hotstar: Premium plan Rs.16156 activated. Watch unlimited content. Ref: P0QKZRM4IM,Entertainment
YES Bank Mutual Fund: Monthly SIP Rs.87583 invested. NAV: Rs.176.75. Folio: PBYJFMEFWL,Investment
Congratulations! You are selected for MBA Finance at IIT Bombay. Pay Rs.140726 by 10-Mar-2025.,Education
Axis Bank: PPF deposit Rs.197540 credited to account VFRCEX0XOR. Balance Rs.240502.,Investment
PM Scholarship: Rs.23355 credited to account 12J4EUIVB1. Continue your education.,Education
Loan account Y9J6NW0UTG: Interest subvention of Rs.190059 credited by Govt. -Kotak Bank,Loan
Your SIP Rs.23355 in HDFC Equity fund failed. Insufficient balance. Retry on 15-Oct-2025.,Investment
MPL: Your game deposit Rs.44226 added. Play and win big! Ref: 4A2DBFQ7XC,Entertainment
Policy lapse warning: Health cover for family will end on 01-Jun-2025. Pay Rs.198201 now.,Insurance
HDFC Bank Insurance: Claim QR384SGPRA settled. Rs.166769 credited to your bank account.,Insurance
SRL Diagnostics: Your test reports are ready. View at srl.in using B571WAFLXF.,Healthcare
SBI: Education loan disbursement Rs.165550 credited to college account. Ref: 3T0GO10GDL,Loan
IndusInd Bank Car Loan: EMI Rs.141062 due on 19-Apr-2025. Missed payment will affect credit score.,Loan
MPL: Your game deposit Rs.141411 added. Play and win big! Ref: V2MAFK8PRP,Entertainment
NPS contribution Rs.99885 credited. PRAN: 6OGR24DKPN. Current value Rs.213108.,Investment
Health reminder: Time for your diabetes medication. Stay healthy! -Apollo,Healthcare
"Dear Parent, school fee Rs.16156 for December due on 08-Sep-2025. Pay at school/online.",Education
SBI: Your home loan account EMI Rs.130203 due on 05-Aug-2025. Pay via NetBanking. Ref: 7IP0ZA2TZL,Loan
Policy lapse warning: Health cover for family will end on 14-Jun-2025. Pay Rs.76834 now.,Insurance
Netmeds: Your order #Z9TLZI9YF8 dispatched. Medicines arrive by 01-Jun-2025. Rs.113793 paid.,Healthcare
"Dear Parent, school fee Rs.157157 for September due on 11-Jan-2025. Pay at school/online.",Education
NEET 2025: Your hall ticket is ready. Download using 73N3FM4CYL. Exam date: 15-Sep-2025.,Education
FD maturity alert: Rs.175260 FD matures on 28-Sep-2025. Renew or credit to account. -Union Bank,Investment
Mediclaim: Rs.190204 claimed for hospitalization. Approved Rs.375485. Settle balance.,Insurance
HDFC Bank Health: Your cashless request at hospital approved upto Rs.189321. Auth: WTVL065W5U,Insurance
IndusInd Bank Car Loan: EMI Rs.189321 due on 16-Dec-2025. Missed payment will affect credit score.,Loan
Axis Bank Health: Your cashless request at hospital approved upto Rs.61677. Auth: YDALO23CC7,Insurance
Congratulations! You are selected for LLB at IIT Bombay. Pay Rs.54727 by 03-Oct-2025.,Education
Cashless claim approved at hospital. Auth code NV1LOS4HC8. Pre-auth amount Rs.89032.,Insurance
Axis Bank Insurance: Your policy Rs.194843 bonus added. New sum assured Rs.317364.,Insurance
LIC of India: Premium Rs.197540 for policy V2WX2J9A0D due 13-Jun-2025. Pay at LIC portal.,Insurance
URGENT: Axis Bank loan EMI Rs.185849 overdue since 20-May-2025. Pay immediately to avoid legal action.,Loan
HDFC Bank: You can pre-close your loan. Outstanding Rs.61677. Pre-closure charges apply.,Loan
Your insurance claim CZ2PVV1GS6 for Rs.4775 has been approved. Amount will be credited in 3-5 days.,Insurance
"Dear Parent, school fee Rs.19712 for January due on 14-Nov-2025. Pay at school/online.",Education
Fortis Hospital: Discharge summary ready. Final bill Rs.54727. Ref: FQ771NVASS,Healthcare
NEET 2025: Your hall ticket is ready. Download using 5MHOU6TL19. Exam date: 05-Jun-2025.,Education
Manipal University: Hostel fee Rs.185849 pending. Last date: 23-Oct-2025. Pay at portal.,Education
Dream11: Rs.101752 added to wallet. Join contests and win. Ref: 3PTN85DBTL,Entertainment
PNB: Your life insurance premium Rs.19712 due on 11-Feb-2025. Pay to avoid lapse.,Insurance
Practo: Your teleconsultation with Dr. Mehta at 06:00 PM today. Join via app.,Healthcare
SBI Car Loan: EMI Rs.40807 due on 02-May-2025. Missed payment will affect credit score.,Loan
Vaccination reminder: Your next dose is due on 01-Jun-2025. Consult your doctor.,Healthcare
Congratulations! Your Kotak Bank personal loan Rs.190771 at 10.4% p.a. is approved.,Loan
CBSE: Board exam admit card released. Roll No: 3CA2OUWTGL. Download at cbse.gov.in.,Education
PNB: Your life insurance premium Rs.194843 due on 23-Jan-2025. Pay to avoid lapse.,Insurance
FD maturity alert: Rs.33595 FD matures on 27-Jul-2025. Renew or credit to account. -YES Bank,Investment
NSE/BSE: Your portfolio value Rs.175386. Today's gain: Rs.157627.,Investment
BGMI: 197540 UC purchased successfully. Ref: 1UU5LRW5PM. Happy gaming!,Entertainment
BYJU'S: Your EMI of Rs.127937 due on 23-Oct-2025. Pay to continue course access.,Education
Policy 3PTN85DBTL matures on 17-Feb-2025. Maturity benefit Rs.140726 will be paid to your account.,Insurance
Your car loan EMI of Rs.166985 has been debited from account. Receipt: EH0FSXEIVI. -Canara Bank,Loan
Dream11: Rs.190059 added to wallet. Join contests and win. Ref: MP8XPZ8G6I,Entertainment
"Dear Customer, your Home Loan EMI of Rs.16156 is due on 17-Feb-2025. Please pay to avoid penalty. -Union Bank",Loan
BYJU'S: Your EMI of Rs.51140 due on 23-Jan-2025. Pay to continue course access.,Education
SIP of Rs.165209 in HDFC Equity fund deducted on 19-Jul-2025. Units allotted: 451.,Investment
IIT Delhi: Semester fee Rs.98678 due on 05-Aug-2025. Pay via SBI Collect. Ref: JEGRFYNC24,Education
Apollo Hospitals: Your appointment with Dr. Sharma confirmed for 18-Jan-2025 at 10:30 AM.,Healthcare
Your insurance claim P0CNCQWEGZ for Rs.114371 has been approved. Amount will be credited in 3-5 days.,Insurance
Netflix: Your subscription Rs.15483 renewed for next month. Enjoy streaming!,Entertainment
HDFC Bank Insurance: Claim FYJD945KE1 settled. Rs.190771 credited to your bank account.,Insurance
HDFC Bank: Personal Loan of Rs.107255 approved! Disbursement in 2 hours. Ref: VFRCEX0XOR,Loan
Your car loan EMI of Rs.188645 has been debited from account. Receipt: MRI04YZF7F. -SBI,Loan
Your SIP Rs.118024 in Kotak Flexi fund failed. Insufficient balance. Retry on 05-Jun-2025.,Investment
Policy lapse warning: Health cover for family will end on 27-Mar-2025. Pay Rs.42354 now.,Insurance
PM Scholarship: Rs.175735 credited to account WTVL065W5U. Continue your education.,Education
NSE/BSE: Your portfolio value Rs.139959. Today's gain: Rs.154102.,Investment
Apollo: Hospital bill for patient V7HTI6EKGA: Rs.109046. Pay at billing counter.,Healthcare
"Dear Customer, your Home Loan EMI of Rs.154980 is due on 15-Nov-2025. Please pay to avoid penalty. -Union Bank",Loan
ALERT: HDFC Bank policy MLCHBU9ARP will lapse on 13-Jun-2025. Pay Rs.120238 premium immediately.,Insurance
Your result is declared. Marks: 285/500. Merit rank: 6863. Check portal.,Education
BGMI: 162396 UC purchased successfully. Ref: IQXCLHCHTU. Happy gaming!,Entertainment
PNB: FD of Rs.35904 at 9.8% p.a. booked. Maturity: 23-Aug-2025. Ref: VFRCEX0XOR,Investment
Coursera: Certificate course payment Rs.110468 received. Start learning now!,Education
AIIMS Delhi: Health camp on 03-Apr-2025. Free checkup for senior citizens. Register.,Healthcare
Education loan EMI Rs.172448 due on 15-Dec-2025. Maintain sufficient balance. -IndusInd Bank,Loan
CBSE: Board exam admit card released. Roll No: WTVL065W5U. Download at cbse.gov.in.,Education
Practo: Your teleconsultation with Dr. Mehta at 04:30 PM today. Join via app.,Healthcare
PharmEasy: Prescription medicines order #29EGA8CTRW. COD Rs.76834. Delivery 03-May-2025.,Healthcare
HDFC Bank: Your life insurance premium Rs.87583 due on 16-Nov-2025. Pay to avoid lapse.,Insurance
Unacademy: Your subscription Rs.2228 renewed. Valid till 28-Sep-2025. Happy learning!,Education
SonyLIV: Rs.28732 subscription activated. Enjoy sports and shows till 28-Jun-2025.,Entertainment
SRL Diagnostics: Your test reports are ready. View at srl.in using R4VX6TTK7R.,Healthcare
FD interest Rs.15483 credited to account. Ref: CB6ODW8FEH. -YES Bank,Investment
ALERT: ICICI Bank policy R8O113V18Q will lapse on 16-Dec-2025. Pay Rs.140957 premium immediately.,Insurance
SBI: Personal Loan of Rs.48069 approved! Disbursement in 2 hours. Ref: JUJ8W9AZDS,Loan
FD maturity alert: Rs.128139 FD matures on 03-May-2025. Renew or credit to account. -PNB,Investment
Unacademy: Your subscription Rs.95793 renewed. Valid till 16-Dec-2025. Happy learning!,Education
Your result is declared. Marks: 310/500. Merit rank: 7118. Check portal.,Education
Mediclaim: Rs.44226 claimed for hospitalization. Approved Rs.473477. Settle balance.,Insurance
PM Scholarship: Rs.50061 credited to account COQD54NUTI. Continue your education.,Education
Apollo Hospitals: Your appointment with Dr. Sharma confirmed for 09-Dec-2025 at 10:30 AM.,Healthcare
BYJU'S: Your EMI of Rs.167245 due on 13-Jan-2025. Pay to continue course access.,Education
Mediclaim: Rs.148562 claimed for hospitalization. Approved Rs.82451. Settle balance.,Insurance
Axis Bank: Your home loan account EMI Rs.17341 due on 18-Dec-2025. Pay via NetBanking. Ref: 7AXTB705PK,Loan
Canara Bank Mutual Fund: Monthly SIP Rs.198201 invested. NAV: Rs.436.85. Folio: LIC7VP9IXD,Investment
Your Axis Bank health insurance policy 51KMR9T8FO renewed. Sum insured Rs.23609. Valid for 1 year.,Insurance
Mediclaim: Rs.76994 claimed for hospitalization. Approved Rs.430818. Settle balance.,Insurance
Unacademy: Your subscription Rs.147908 renewed. Valid till 03-May-2025. Happy learning!,Education
Health reminder: Time for your diabetes medication. Stay healthy! -Apollo,Healthcare
1mg: Medicine subscription refill due on 26-Oct-2025. Rs.140957 to be charged.,Healthcare
NPS contribution Rs.67703 credited. PRAN: KE22V144JP. Current value Rs.122118.,Investment
Apollo Hospitals: Your appointment with Dr. Sharma confirmed for 19-Apr-2025 at 10:30 AM.,Healthcare
Health reminder: Time for your diabetes medication. Stay healthy! -Apollo,Healthcare
UPSC: Your application T9L2W1XPID accepted. Prelims exam on 01-Jun-2025. Admit card available.,Education
Mediclaim: Rs.33595 claimed for hospitalization. Approved Rs.109875. Settle balance.,Insurance
YouTube Premium: Rs.195565 charged for December subscription. Ad-free experience.,Entertainment
SonyLIV: Rs.19763 subscription activated. Enjoy sports and shows till 15-Oct-2025.,Entertainment
CBSE: Board exam admit card released. Roll No: 9BAEJRYXFT. Download at cbse.gov.in.,Education
NEET 2025: Your hall ticket is ready. Download using JXAYO3X4U8. Exam date: 20-May-2025.,Education
Netmeds: Your order #P0CNCQWEGZ dispatched. Medicines arrive by 27-Oct-2025. Rs.10501 paid.,Healthcare
BookMyShow: Event ticket confirmed. Sunburn Festival on 11-Sep-2025 at MMRDA Grounds. Ref: GJORNP9YLE,Entertainment
UPSC: Your application 62ROFV26QK accepted. Prelims exam on 13-Jan-2025. Admit card available.,Education
Congratulations! You are selected for B.Com at BITS Hyderabad. Pay Rs.110348 by 09-Mar-2025.,Education
Amazon Prime: Membership renewed. Rs.23775 charged. Valid till 04-May-2025.,Entertainment
Your SIP Rs.180059 in Kotak Flexi fund failed. Insufficient balance. Retry on 23-Aug-2025.,Investment
Dream11: Rs.154980 added to wallet. Join contests and win. Ref: DXCU9SZ1RS,Entertainment
BookMyShow: Booking confirmed! Devara at Cinepolis: Orion on 09-Mar-2025. Ref: V2MAFK8PRP,Entertainment
Netflix: Your subscription Rs.80758 renewed for next month. Enjoy streaming!,Entertainment
"Dear Parent, school fee Rs.69152 for December due on 25-Jan-2025. Pay at school/online.",Education
MPL: Your game deposit Rs.92752 added. Play and win big! Ref: JWDIYNN5I7,Entertainment
ICICI Bank: Loan application SAFMYWIP4R under review. Processing fee Rs.44226 received.,Loan
INOX: Your booking YE5EYQ84J2 confirmed. Pushpa 2 on 16-Nov-2025. Arrive 15 min early.,Entertainment
BYJU'S: Your EMI of Rs.143150 due on 11-Jan-2025. Pay to continue course access.,Education
"Dear Parent, school fee Rs.198201 for January due on 19-Jul-2025. Pay at school/online.",Education
AIIMS Delhi: Health camp on 08-Dec-2025. Free checkup for senior citizens. Register.,Healthcare
NSP: Scholarship Rs.8138 disbursed to your account. Ref: PWHL7V1JWN. Keep studying!,Education
Axis Bank: Your home loan account EMI Rs.28732 due on 03-May-2025. Pay via NetBanking. Ref: BO0NQK1N3R,Loan
MPL: Your game deposit Rs.140726 added. Play and win big! Ref: YDALO23CC7,Entertainment
