text,label
"Withdrawal of Rs.17,431 at ATM GYZIEP on 02/02/2025 from A/c XX9884. Avl Bal Rs.242,772",Transaction
Your bus ticket booked via RedBus. Booking ID TVVHOB6X. Departure: 10-05-2024,Travel
233493 is the OTP to verify your mobile number for Zomato account. Valid till 8 mins.,OTP
Order #QUVKCMFZ from Behrouz Biryani delivered! Enjoy your meal. Rate your experience.,Food
"Your Nykaa order of Rs.3,172 has been shipped. Track: 2CWKY60AIK",Shopping
Your order #NA82940XK3 at BigBasket is confirmed. We'll notify you when it ships.,Shopping
IRCTC: Reminder - your trip to Chennai is on 13/03/2026. Check-in opens soon.,Travel
"Zepto: Your Rs.304 cashback is waiting. Use it before 01/10/2024, or it expires!",Promotion
"Your monthly gas charge Rs11,131 is due. Consumer A/c: XX5917. Due: 06-03-2026. -Vodafone Idea",Bills
Your Swiggy order of Rs.234 has been confirmed. ETA 21 mins.,Food
Can we reschedule the doctor appointment to 21-02-2026? Something came up.,Personal
"Don't forget the doctor appointment on 15-03-2025 at 18:00, Rahul.",Personal
"Your monthly broadband charge Rs13,772 is due. Consumer A/c: XX7210. Due: 04/11/2025. -Tata Power",Bills
"Kavya is calling you regarding the birthday party, call back soon.",Personal
Order #QMHCPWY1 from Zomato delivered! Enjoy your meal. Rate your experience.,Food
"Ajio: Your Rs.425 cashback is waiting. Use it before 11-02-2024, or it expires!",Promotion
KFC: Your order #0LAEDZ03 has been placed and will arrive in 37 mins!,Food
"BESCOM: Your bill of Rs.9,484 for A/c XX2326 is generated. Due date 25/09/2024. Pay now to avoid late fee.",Bills
Vodafone Idea: Your bill of Rs.716 for A/c XX6455 is generated. Due date 22/02/2026. Pay now to avoid late fee.,Bills
Can we reschedule the interview to 16-02-2026? Something came up.,Personal
Your Dominos order of Rs.735 has been confirmed. ETA 25 mins.,Food
Last chance! 20% cashback on Flipkart with PhonePe. Offer ends 16/01/2025.,Promotion
"Overdue Notice: Rs.5,220 pending on your electricity A/c XX1063. Pay by 21-04-2024 to avoid disconnection.",Bills
"Ajio: Your Rs.157 cashback is waiting. Use it before 26-06-2025, or it expires!",Promotion
"Your Snapdeal order of Rs.17,563 has been shipped. Track: OBRMX1DZ5W",Shopping
"EMI of Rs.3,959 debited from Kotak Bank A/c XX9710 on 09/03/2026. Ref: MGBDVDIINIV. Bal: Rs.22,717",Transaction
Last chance! 30% cashback on Paytm with GPay. Offer ends 25-11-2024.,Promotion
Your bus ticket booked via IRCTC. Booking ID O02RIE9W. Departure: 24/06/2024,Travel
"Your monthly electricity charge Rs13,874 is due. Consumer A/c: XX8400. Due: 25-12-2025. -ACT Fibernet",Bills
Uber: Your booking PNR 7R2COJ for 24/05/2026 is confirmed. Have a safe journey!,Travel
"Reminder: Your DTH payment of Rs.21,851 is due on 08-04-2025. A/c XX7741",Bills
Use OTP 582021 to complete your KYC verification with Kotak Bank. Valid for 10 mins. Never share this with anyone.,OTP
Goibibo: Your booking PNR 8F9XLK for 02-10-2024 is confirmed. Have a safe journey!,Travel
Your order #P9CMBSR8JX at Snapdeal is confirmed. We'll notify you when it ships.,Shopping
"Rs.2,247 credited to your A/c XX5504 on 19-10-2025 by HDFC Bank. Avl Bal: Rs.182,820",Transaction
Your order #XI3B5AIIPI at Meesho is confirmed. We'll notify you when it ships.,Shopping
"Don't forget the doctor appointment on 17/06/2026 at 15:00, Sneha.",Personal
Use OTP 461875 to complete your KYC verification with HDFC Bank. Valid for 10 mins. Never share this with anyone.,OTP
Last chance! 20% cashback on Amazon with GPay. Offer ends 03/06/2025.,Promotion
"Your Ajio order of Rs.13,705 has been shipped. Track: 0ILA3Z9QHJ",Shopping
253217 is your OTP for login to SBI. Valid for 10 mins. Do not share with anyone.,OTP
"Congrats on the interview, Amit! So happy for you.",Personal
Can we reschedule the wedding to 09-05-2026? Something came up.,Personal
Last chance! 40% cashback on Zepto with PhonePe. Offer ends 24/01/2026.,Promotion
"MTNL: Your bill of Rs.4,926 for A/c XX6432 is generated. Due date 11/02/2026. Pay now to avoid late fee.",Bills
"Your BWSSB bill Rs.3,185 has been paid successfully on 22/11/2024. Ref RC69T77WT8",Bills
"Your Starbucks order of Rs.1,331 has been confirmed. ETA 29 mins.",Food
Your Dominos order #IN6P4GBX is out for delivery. Track live status in the app.,Food
Ola: Your driver Rahul is 10 mins away. OTP 8849,Travel
Miss you Pooja! Let's catch up at the park this weekend.,Personal
Can you pick up the kids on your way back from the gym?,Personal
UPI txn of Rs.482 to Pooja@okicici successful. Ref JQYJV84A1X7O,Transaction
KFC: Your table for 2 at 03/04/2025 9:00 PM is confirmed.,Food
462587 is the OTP to verify your mobile number for Uber account. Valid till 7 mins.,OTP
"Tata Power: Your bill of Rs.3,519 for A/c XX3423 is generated. Due date 25/12/2024. Pay now to avoid late fee.",Bills
"Withdrawal of Rs.2,496 at ATM L9RZ4D on 09-05-2026 from A/c XX3253. Avl Bal Rs.67,030",Transaction
"Neha, running 24 mins late for the wedding, sorry!",Personal
Order #I29ETQM4 from Cafe Coffee Day delivered! Enjoy your meal. Rate your experience.,Food
Can we reschedule the wedding to 10/05/2026? Something came up.,Personal
"Sent Rs.19,839 From Bank of Baroda A/C XX6519 To Swiggy On 14-02-2025 Ref AXHF72BYNCS5",Transaction
Cred: Flat 60% OFF on your next order! Use code SAVE78. Valid till 08-11-2025.,Promotion
Use OTP 566484 to complete your KYC verification with Federal Bank. Valid for 10 mins. Never share this with anyone.,OTP
"Your Flipkart order of Rs.16,437 has been shipped. Track: XRHV48X8RE",Shopping
"Your OTP for transaction of Rs.28,504 is 944154. Valid for 10 min. Do not share this OTP.",OTP
Ola: Your driver Arjun is 2 mins away. OTP 5682,Travel
Lenskart: Order #PPFGLWVXYA delivered successfully. Thank you for shopping with us!,Shopping
Use OTP 005002 to complete your KYC verification with Bank of Baroda. Valid for 10 mins. Never share this with anyone.,OTP
"376020 is your one-time password for card transaction of Rs.10,553 at Meesho.",OTP
Use OTP 726704 to complete your KYC verification with Federal Bank. Valid for 10 mins. Never share this with anyone.,OTP
Miss you Arjun! Let's catch up at your place this weekend.,Personal
"Your OTP for transaction of Rs.38,536 is 783139. Valid for 5 min. Do not share this OTP.",OTP
380181 is the OTP to verify your mobile number for Zomato account. Valid till 5 mins.,OTP
Faasos: Your order #Y4EAP4MG has been placed and will arrive in 30 mins!,Food
Your KFC order #Q2P786MR is out for delivery. Track live status in the app.,Food
"Zomato: Your Rs.446 cashback is waiting. Use it before 19-12-2025, or it expires!",Promotion
"Your ACT Fibernet bill Rs.6,578 has been paid successfully on 12/04/2025. Ref ZEO2JUXBOB",Bills
"558474 is your one-time password for card transaction of Rs.44,591 at Nykaa.",OTP
"Sent Rs.10,942 From IndusInd Bank A/C XX6243 To McDonald's On 07/07/2025 Ref DWPZKG84YNER",Transaction
Myntra: Order #OISQ7A49DI delivered successfully. Thank you for shopping with us!,Shopping
Zepto: Flat 60% OFF on your next order! Use code SAVE92. Valid till 16/06/2024.,Promotion
"BESCOM: Your bill of Rs.5,677 for A/c XX6508 is generated. Due date 16-05-2025. Pay now to avoid late fee.",Bills
"Reminder: Your postpaid payment of Rs.2,444 is due on 14-12-2025. A/c XX2275",Bills
306837 is your OTP for login to Yes Bank. Valid for 10 mins. Do not share with anyone.,OTP
"MTNL: Your bill of Rs.3,097 for A/c XX2884 is generated. Due date 05/01/2024. Pay now to avoid late fee.",Bills
Ola: Your driver Rahul is 7 mins away. OTP 8389,Travel
Your Dominos order of Rs.171 has been confirmed. ETA 28 mins.,Food
Ajio: Order #O9ESP4GQIT delivered successfully. Thank you for shopping with us!,Shopping
Nykaa: Flat 60% OFF on your next order! Use code SAVE63. Valid till 27-07-2025.,Promotion
Lenskart: Order #VSWMNRD70H delivered successfully. Thank you for shopping with us!,Shopping
Sale Alert! Zomato Big Billion Days starts now. Up to 70% off. Shop now!,Promotion
Uber: Your driver Sneha is 5 mins away. OTP 7390,Travel
Sent Rs.54 From Yes Bank A/C XX2165 To RedBus On 15/01/2026 Ref DXRG4U2YD4GX,Travel
"Amazon: Refund of Rs.7,074 for order #HQT7GLRWCT has been initiated.",Shopping
"EMI of Rs.36,803 debited from Federal Bank A/c XX1400 on 31-03-2024. Ref: N1HCD4GFKBZ. Bal: Rs.180,323",Transaction
Zomato: Flat 10% OFF on your next order! Use code SAVE39. Valid till 27/05/2026.,Promotion
"Hey Arjun, are we still meeting at your place at 9 am today? Let me know!",Personal
"Hey Anjali, are we still meeting at the gym at 7 pm today? Let me know!",Personal
"Rs.40,630 debited from A/c XX7077 at HDFC Bank on 26-02-2026. Avl Bal: Rs.183,532. Ref No. 9M24OOG2TL",Transaction
Your Barbeque Nation order #XET90SYH is out for delivery. Track live status in the app.,Food
"Sent Rs.18,787 From Federal Bank A/C XX9163 To Faasos On 16/10/2025 Ref UY5VWTF9AZJF",Transaction
"Reminder: Your DTH payment of Rs.8,926 is due on 08-07-2025. A/c XX2163",Bills
"Your Adani Electricity bill Rs.3,207 has been paid successfully on 19-05-2026. Ref DHE709HKD6",Bills
"Rs.25,521 credited to your A/c XX6414 on 05/09/2024 by Axis Bank. Avl Bal: Rs.79,234",Transaction
"Sent Rs.14,788 From Federal Bank A/C XX7796 To Myntra On 01-04-2026 Ref IGD794QQIV3X",Transaction
Can you pick up your laptop charger on your way back from the restaurant?,Personal
Reliance Digital: Your order #1MBNT8JWNK is out for delivery today. Be available!,Shopping
"Your Dominos order of Rs.1,298 has been confirmed. ETA 29 mins.",Food
Flipkart: Order #1J0WSNKRNH delivered successfully. Thank you for shopping with us!,Shopping
Order #S5C3P5F3 from Behrouz Biryani delivered! Enjoy your meal. Rate your experience.,Food
"Your Flipkart order of Rs.8,824 has been shipped. Track: PD1ZQ8LBZ0",Shopping
"Snapdeal: Refund of Rs.13,712 for order #ZUI4QXT03U has been initiated.",Shopping
"Overdue Notice: Rs.6,548 pending on your water A/c XX3648. Pay by 21-11-2025 to avoid disconnection.",Bills
Order #RCXXYP0R from KFC delivered! Enjoy your meal. Rate your experience.,Food
Ajio: Flat 40% OFF on your next order! Use code SAVE97. Valid till 19-09-2025.,Promotion
Myntra: Order #BENFNX1ZG3 delivered successfully. Thank you for shopping with us!,Shopping
"Don't forget the college reunion on 29/11/2025 at 17:00, Anjali.",Personal
Your McDonald's order #6N321QA1 is out for delivery. Track live status in the app.,Food
"Swiggy: Your Rs.264 cashback is waiting. Use it before 04/01/2025, or it expires!",Promotion
027155 is the OTP to verify your mobile number for Zomato account. Valid till 10 mins.,OTP
"Sent Rs.1,091 From Union Bank A/C XX2115 To IndiGo On 15-04-2025 Ref VQ071UFLLK7U",Travel
226384 is the OTP to verify your mobile number for Swiggy account. Valid till 8 mins.,OTP
Flipkart: Your order #GVUKEUNIZL is out for delivery today. Be available!,Shopping
Use OTP 854821 to complete your KYC verification with IDFC First Bank. Valid for 10 mins. Never share this with anyone.,OTP
"Reminder: Your DTH payment of Rs.17,792 is due on 04/11/2025. A/c XX7470",Bills
"Vikram: Reminder, the neighbor called, please call back when free.",Personal
Your Dominos order of Rs.783 has been confirmed. ETA 35 mins.,Food
"BWSSB: Your bill of Rs.4,342 for A/c XX4344 is generated. Due date 13/10/2024. Pay now to avoid late fee.",Bills
"Don't forget the movie night on 29/09/2024 at 14:00, Rahul.",Personal
Your train ticket booked via BMTC. Booking ID 11GFD1TI. Departure: 25/02/2026,Travel
179918 is the OTP to verify your mobile number for Uber account. Valid till 10 mins.,OTP
Order #1ADRGHSB from KFC delivered! Enjoy your meal. Rate your experience.,Food
"Overdue Notice: Rs.7,355 pending on your water A/c XX7029. Pay by 21-10-2024 to avoid disconnection.",Bills
Faasos: Your table for 5 at 26/01/2025 7:00 PM is confirmed.,Food
Your order #0HNXV9JU33 at Nykaa is confirmed. We'll notify you when it ships.,Shopping
Uber: Your driver Neha is 5 mins away. OTP 7239,Travel
Order #OULMN3FA from Faasos delivered! Enjoy your meal. Rate your experience.,Food
"Your Jio bill Rs.5,157 has been paid successfully on 16/06/2026. Ref LCIU4BMRCO",Bills
Your monthly electricity charge Rs321 is due. Consumer A/c: XX4588. Due: 27/05/2026. -Mahanagar Gas,Bills
Myntra: Your order #VA0O374B43 is out for delivery today. Be available!,Shopping
"Your Mahanagar Gas bill Rs.4,870 has been paid successfully on 31-12-2024. Ref O4CDTBJ91Q",Bills
Adani Electricity: Your bill of Rs.288 for A/c XX2347 is generated. Due date 18/11/2025. Pay now to avoid late fee.,Bills
"Payment of Rs.10,587 to BigBasket successful via GPay. Ref D356WAFFTO.",Transaction
339458 is your OTP for login to Federal Bank. Valid for 15 mins. Do not share with anyone.,OTP
"EMI of Rs.2,782 debited from PNB A/c XX2338 on 18/01/2024. Ref: WZYFMQFKILK. Bal: Rs.21,054",Transaction
Can we reschedule the flight to 22-12-2024? Something came up.,Personal
"Your Myntra order of Rs.13,806 has been shipped. Track: 58GOGGDCIA",Shopping
Dominos: Your table for 4 at 12-08-2025 9:00 PM is confirmed.,Food
"Rs.14,259 debited from A/c XX9426 at Karnataka Bank on 31/05/2024. Avl Bal: Rs.193,611. Ref No. V3RQBRZ56V",Transaction
Ola: Your driver Rahul is 4 mins away. OTP 6471,Travel
"Paytm: Your Rs.479 cashback is waiting. Use it before 21/08/2025, or it expires!",Promotion
"Rs.31,752 debited from A/c XX9014 at IDFC First Bank on 25/02/2025. Avl Bal: Rs.8,092. Ref No. KS62C1JLOP",Transaction
Use OTP 492820 to complete your KYC verification with Bank of Baroda. Valid for 10 mins. Never share this with anyone.,OTP
KFC: Your order #LMLFIVUD has been placed and will arrive in 18 mins!,Food
Yatra: Your booking PNR YG9ZP0 for 25/11/2024 is confirmed. Have a safe journey!,Travel
Tata Cliq: Your order #1092MZKCVC is out for delivery today. Be available!,Shopping
"Your monthly broadband charge Rs3,628 is due. Consumer A/c: XX5290. Due: 01-03-2026. -BESCOM",Bills
Dominos: Your order #ZLBP8EGX has been placed and will arrive in 31 mins!,Food
"Sent Rs.19,228 From RBL Bank A/C XX5067 To BigBasket On 08/11/2025 Ref V395ZDHZ6M9B",Transaction
Sent Rs.414 From Bank of Baroda A/C XX4919 To IndiGo On 18/02/2026 Ref R8A5QELNGS4O,Travel
912233 is your OTP for login to Yes Bank. Valid for 15 mins. Do not share with anyone.,OTP
"Sneha, running 22 mins late for the exam, sorry!",Personal
"UPI txn of Rs.1,560 to Divya@ybl successful. Ref 0I9BL14HOAE5",Transaction
"Lenskart: Refund of Rs.13,113 for order #FZM31WRHRC has been initiated.",Shopping
Zepto: Flat 60% OFF on your next order! Use code SAVE29. Valid till 31/10/2025.,Promotion
"Your monthly broadband charge Rs7,566 is due. Consumer A/c: XX7968. Due: 01/05/2026. -Adani Electricity",Bills
"066948 is your one-time password for card transaction of Rs.25,462 at Reliance Digital.",OTP
"Don't forget the wedding on 17/12/2025 at 14:00, Rahul.",Personal
Order #G29KW1AA from Barbeque Nation delivered! Enjoy your meal. Rate your experience.,Food
KFC: Your table for 5 at 03-09-2025 7:00 PM is confirmed.,Food
Order #LPGV1BYR from KFC delivered! Enjoy your meal. Rate your experience.,Food
"Your OTP for transaction of Rs.21,220 is 854969. Valid for 5 min. Do not share this OTP.",OTP
"Cred: Your Rs.139 cashback is waiting. Use it before 20-05-2025, or it expires!",Promotion
"Don't forget the exam on 31-05-2026 at 15:00, Amit.",Personal
752464 is the OTP to verify your mobile number for Zomato account. Valid till 13 mins.,OTP
Use OTP 423569 to complete your KYC verification with Karnataka Bank. Valid for 10 mins. Never share this with anyone.,OTP
RedBus: Reminder - your trip to Goa is on 13/03/2025. Check-in opens soon.,Travel
UPI txn of Rs.961 to Anjali@okhdfcbank successful. Ref OMLF65J1VRKF,Transaction
"UPI txn of Rs.4,020 to Rohan@paytm successful. Ref NX3F86UGYFUN",Transaction
BWSSB: Your bill of Rs.256 for A/c XX2216 is generated. Due date 27-03-2025. Pay now to avoid late fee.,Bills
Uber: Reminder - your trip to Bangalore is on 05/05/2025. Check-in opens soon.,Travel
958159 is the OTP to verify your mobile number for Zomato account. Valid till 7 mins.,OTP
"BookMyShow: Your Rs.123 cashback is waiting. Use it before 25-01-2025, or it expires!",Promotion
"Your BWSSB bill Rs.7,446 has been paid successfully on 06-01-2026. Ref BGXW4VGL8Q",Bills
"Vikram, running 15 mins late for the doctor appointment, sorry!",Personal
"Reminder: Your credit card payment of Rs.7,689 is due on 10/02/2025. A/c XX3783",Bills
"Pooja: Reminder, the driver called, please call back when free.",Personal
"Rs.1,547 credited to your A/c XX4899 on 17-06-2024 by Yes Bank. Avl Bal: Rs.98,576",Transaction
"Adani Electricity: Your bill of Rs.1,785 for A/c XX3721 is generated. Due date 07/08/2025. Pay now to avoid late fee.",Bills
"Reminder: Your DTH payment of Rs.7,683 is due on 15/07/2024. A/c XX4414",Bills
Your McDonald's order of Rs.309 has been confirmed. ETA 30 mins.,Food
Your McDonald's order of Rs.685 has been confirmed. ETA 35 mins.,Food
Uber: Reminder - your trip to Bangalore is on 11-10-2024. Check-in opens soon.,Travel
"Sent Rs.18,238 From RBL Bank A/C XX9841 To Starbucks On 22-07-2025 Ref XBRYTIVR40DM",Transaction
"Your Amazon order of Rs.2,732 has been shipped. Track: Z9NC512ZZ5",Shopping
"484061 is your one-time password for card transaction of Rs.19,886 at Myntra.",OTP
"Reminder: Your DTH payment of Rs.9,102 is due on 09/11/2025. A/c XX4800",Bills
Last chance! 40% cashback on Myntra with Mobikwik. Offer ends 05-08-2024.,Promotion
Amazon: Order #LCV809X0UW delivered successfully. Thank you for shopping with us!,Shopping
"Withdrawal of Rs.9,308 at ATM O4GKWW on 05/10/2024 from A/c XX9060. Avl Bal Rs.49,727",Transaction
"Croma: Refund of Rs.10,017 for order #B7CIPG6JGA has been initiated.",Shopping
"Kavya, running 11 mins late for the team meeting, sorry!",Personal
"Reminder: Your postpaid payment of Rs.16,805 is due on 22-05-2025. A/c XX8661",Bills
"Amazon: Your Rs.465 cashback is waiting. Use it before 06-07-2024, or it expires!",Promotion
"Sent Rs.1,342 From IDFC First Bank A/C XX5684 To MakeMyTrip On 07-06-2026 Ref 7Y2QXE6J63FL",Travel
"Cred: Your Rs.294 cashback is waiting. Use it before 06/01/2026, or it expires!",Promotion
398668 is the OTP to verify your mobile number for Zomato account. Valid till 7 mins.,OTP
Order #YJF6J2TQ from Zomato delivered! Enjoy your meal. Rate your experience.,Food
Zepto: Flat 60% OFF on your next order! Use code SAVE11. Valid till 02-07-2025.,Promotion
370713 is the OTP to verify your mobile number for Swiggy account. Valid till 9 mins.,OTP
Last chance! 30% cashback on Flipkart with Paytm. Offer ends 01/07/2024.,Promotion
Ola: Your driver Pooja is 6 mins away. OTP 2900,Travel
Last chance! 30% cashback on Amazon with BHIM UPI. Offer ends 17/06/2025.,Promotion
162235 is the OTP to verify your mobile number for Uber account. Valid till 6 mins.,OTP
Order #UDO2NJ3G from KFC delivered! Enjoy your meal. Rate your experience.,Food
"Your Adani Electricity bill Rs.5,241 has been paid successfully on 02-11-2024. Ref Z48QQEW0RJ",Bills
Can we reschedule the interview to 04/10/2025? Something came up.,Personal
"784266 is your one-time password for card transaction of Rs.33,418 at Ajio.",OTP
Your McDonald's order #547T3K9O is out for delivery. Track live status in the app.,Food
"Flipkart: Refund of Rs.14,100 for order #3HDII51L24 has been initiated.",Shopping
"Your OTP for transaction of Rs.13,018 is 358115. Valid for 10 min. Do not share this OTP.",OTP
Paytm: Flat 60% OFF on your next order! Use code SAVE80. Valid till 04-08-2024.,Promotion
659087 is the OTP to verify your mobile number for Zomato account. Valid till 13 mins.,OTP
"Don't forget the flight on 18-12-2025 at 14:00, Neha.",Personal
Flipkart: Order #I835PN0CCD delivered successfully. Thank you for shopping with us!,Shopping
Your Swiggy order of Rs.725 has been confirmed. ETA 35 mins.,Food
Your bus ticket booked via MakeMyTrip. Booking ID D1Q1XO16. Departure: 24-09-2025,Travel
Your BigBasket order of Rs.655 has been shipped. Track: 1KC74EKFGO,Shopping
"Rs.15,011 credited to your A/c XX9606 on 30-05-2025 by SBI. Avl Bal: Rs.203,728",Transaction
"Rs.150 debited from A/c XX5816 at PNB on 30/05/2025. Avl Bal: Rs.39,147. Ref No. 66RMNR6NOB",Transaction
Order #A2OC8I0P from KFC delivered! Enjoy your meal. Rate your experience.,Food
Lenskart: Your order #T0CMW7OL9S is out for delivery today. Be available!,Shopping
Ola: Your booking PNR YCAP2H for 25-07-2025 is confirmed. Have a safe journey!,Travel
Can we reschedule the movie night to 07-08-2025? Something came up.,Personal
"Don't forget the college reunion on 19-03-2024 at 11:00, Priya.",Personal
Sent Rs.677 From Karnataka Bank A/C XX7745 To MakeMyTrip On 02/09/2024 Ref SB8Z2NZ3MJJX,Travel
Last chance! 30% cashback on Zepto with Amazon Pay. Offer ends 07/08/2024.,Promotion
"Lenskart: Refund of Rs.11,657 for order #32BIY7RULB has been initiated.",Shopping
Last chance! 30% cashback on Ajio with PhonePe. Offer ends 24-09-2025.,Promotion
"Nykaa: Refund of Rs.4,911 for order #YINSSBA1AB has been initiated.",Shopping
"Your Jio bill Rs.4,015 has been paid successfully on 15-01-2024. Ref SQR44JSMS4",Bills
Uber: Your driver Vikram is 9 mins away. OTP 1799,Travel
"Rs.25,283 debited from A/c XX6368 at IndusInd Bank on 03/05/2025. Avl Bal: Rs.144,473. Ref No. 3TF14FRUXT",Transaction
419764 is the OTP to verify your mobile number for Zomato account. Valid till 15 mins.,OTP
Can you pick up groceries on your way back from the metro station?,Personal
"258676 is your one-time password for card transaction of Rs.43,733 at Amazon.",OTP
IndiGo: Reminder - your trip to Manali is on 29/05/2024. Check-in opens soon.,Travel
Sale Alert! Zomato Big Billion Days starts now. Up to 80% off. Shop now!,Promotion
"Don't forget the interview on 26-07-2024 at 14:00, Pooja.",Personal
"Congrats on the exam, Suresh! So happy for you.",Personal
Use OTP 185832 to complete your KYC verification with SBI. Valid for 10 mins. Never share this with anyone.,OTP
"Don't forget the doctor appointment on 06/06/2024 at 12:00, Rahul.",Personal
725446 is the OTP to verify your mobile number for Zomato account. Valid till 7 mins.,OTP
Your Barbeque Nation order of Rs.724 has been confirmed. ETA 33 mins.,Food
Behrouz Biryani: Your table for 2 at 03-06-2025 7:00 PM is confirmed.,Food
Last chance! 40% cashback on Flipkart with Paytm. Offer ends 14-01-2025.,Promotion
"Rs.26,648 credited to your A/c XX7038 on 11-05-2026 by RBL Bank. Avl Bal: Rs.103,589",Transaction
Vistara: Your booking PNR T7B414 for 03/11/2024 is confirmed. Have a safe journey!,Travel
Uber: Flat 40% OFF on your next order! Use code SAVE39. Valid till 03-03-2024.,Promotion
Zomato: Flat 60% OFF on your next order! Use code SAVE76. Valid till 30-08-2025.,Promotion
Your Cafe Coffee Day order of Rs.465 has been confirmed. ETA 37 mins.,Food
"Rs.18,931 debited from A/c XX5632 at Canara Bank on 30-05-2026. Avl Bal: Rs.180,693. Ref No. IJ2V2HEIFJ",Transaction
"Myntra: Refund of Rs.4,824 for order #6AUKMCF1UY has been initiated.",Shopping
614242 is the OTP to verify your mobile number for Ola account. Valid till 10 mins.,OTP
IRCTC: Your booking PNR NS740Y for 17/11/2024 is confirmed. Have a safe journey!,Travel
"Your BESCOM bill Rs.7,865 has been paid successfully on 23-02-2026. Ref 0MJ0876024",Bills
"Hey Pooja, are we still meeting at the restaurant at 7 pm today? Let me know!",Personal
Lenskart: Order #5AS9G5AZ1Q delivered successfully. Thank you for shopping with us!,Shopping
BMTC: Reminder - your trip to Manali is on 07-05-2024. Check-in opens soon.,Travel
Your flight ticket booked via IRCTC. Booking ID O1KH5IU6. Departure: 22/09/2025,Travel
"Overdue Notice: Rs.10,613 pending on your water A/c XX6887. Pay by 10-03-2024 to avoid disconnection.",Bills
"EMI of Rs.30,607 debited from Karnataka Bank A/c XX5075 on 14-06-2025. Ref: 7OFHEPN3VWT. Bal: Rs.74,871",Transaction
"Payment of Rs.12,635 to MTNL successful via BHIM UPI. Ref QNYB9XS5GD.",Transaction
"Your Dominos order of Rs.1,431 has been confirmed. ETA 28 mins.",Food
"EMI of Rs.23,569 debited from Federal Bank A/c XX8705 on 05/05/2026. Ref: 08F874ESDQC. Bal: Rs.7,508",Transaction
"Your Behrouz Biryani order of Rs.1,481 has been confirmed. ETA 38 mins.",Food
"Payment of Rs.14,764 to Tata Cliq successful via PhonePe. Ref 1417H80QHM.",Transaction
Uber: Your booking PNR DFU3GU for 28/06/2025 is confirmed. Have a safe journey!,Travel
RedBus: Your booking PNR L8KVFA for 23-11-2025 is confirmed. Have a safe journey!,Travel
Use OTP 023883 to complete your KYC verification with Kotak Bank. Valid for 10 mins. Never share this with anyone.,OTP
